user_id,age,gender,premium_user,listening_time,mood,genre,danceability,energy,valence,acousticness,speechiness,instrumentalness,liveness,tempo,loudness_db,duration_sec,popularity,previous_skips,repeat_count,skip
U034,42,Other,Yes,Evening,Happy,Classical,0.26,0.88,0.69,0.23,0.52,0.18,0.51,172,-8,201,6,17,7,1
U034,42,Other,Yes,Night,Focus,Jazz,0.86,0.86,0.59,0.04,0.19,0.11,0.51,88,-13,139,31,6,10,0
U034,42,Other,Yes,Evening,Relaxed,Pop,0.48,0.35,0.12,0.61,0.29,0.98,0.9,155,-15,195,80,0,5,0
U034,42,Other,Yes,Morning,Gym,Rock,0.92,0.12,0.65,0.81,0.41,0.78,0.51,148,-32,216,75,1,4,1
U034,42,Other,Yes,Afternoon,Relaxed,Classical,0.99,0.61,1.0,0.63,0.59,0.54,0.12,195,-42,275,61,21,14,0
U034,42,Other,Yes,Evening,Relaxed,Rock,0.36,0.32,0.32,0.77,0.29,0.46,0.75,89,-1,181,57,23,13,0
U034,42,Other,Yes,Evening,Focus,Classical,0.17,0.43,0.54,0.23,0.63,0.23,0.83,92,-11,182,100,13,4,1
U034,42,Other,Yes,Morning,Relaxed,Bollywood,0.21,0.47,0.55,0.15,0.4,0.88,0.2,106,-16,123,22,3,13,0
U034,42,Other,Yes,Evening,Relaxed,Rock,0.13,0.49,0.72,0.99,0.11,0.87,0.92,168,-23,152,52,22,7,1
U034,42,Other,Yes,Afternoon,Relaxed,Bollywood,0.91,0.63,0.65,0.99,0.04,0.74,0.35,174,-19,281,58,23,13,0
U034,42,Other,Yes,Evening,Happy,EDM,0.75,0.63,0.84,0.51,0.12,0.01,0.59,176,-21,202,57,5,8,0
U034,42,Other,Yes,Evening,Gym,Classical,0.14,0.57,0.57,0.51,0.74,0.29,0.38,105,-36,130,95,23,6,0
U034,42,Other,Yes,Morning,Sad,Hip-Hop,0.36,0.21,0.35,0.44,0.71,0.29,0.92,87,-31,290,36,4,3,0
U035,17,Other,Yes,Night,Happy,Bollywood,0.11,0.85,0.12,0.2,0.75,0.57,0.73,193,-37,332,59,9,3,0
U035,17,Other,Yes,Morning,Relaxed,Bollywood,0.18,0.22,0.35,0.67,0.77,0.8,0.74,116,-41,203,21,16,10,1
U035,17,Other,Yes,Afternoon,Focus,Lo-fi,0.38,0.93,0.49,0.93,0.64,0.32,0.84,69,-5,280,2,7,4,1
U035,17,Other,Yes,Afternoon,Focus,EDM,0.34,0.24,0.83,0.73,0.23,0.2,0.88,192,-32,120,56,2,15,0
U035,17,Other,Yes,Evening,Gym,Lo-fi,0.72,0.65,0.67,0.23,0.28,0.53,0.95,136,-31,344,38,21,15,0
U035,17,Other,Yes,Evening,Relaxed,Rock,0.37,0.3,0.97,0.9,0.61,0.42,0.45,123,-3,228,15,5,14,0
U035,17,Other,Yes,Evening,Happy,Jazz,0.73,0.8,0.54,0.8,0.39,0.41,0.23,134,-28,249,28,25,13,0
U035,17,Other,Yes,Morning,Focus,EDM,0.47,0.83,0.48,0.26,0.04,0.49,0.22,71,-26,234,53,7,5,0
U035,17,Other,Yes,Evening,Happy,EDM,0.65,0.4,0.64,0.02,0.58,0.8,0.09,145,-23,316,99,17,2,1
U035,17,Other,Yes,Morning,Happy,Pop,0.99,0.85,0.46,0.72,0.23,0.16,0.37,165,-32,261,94,7,0,0
U035,17,Other,Yes,Morning,Happy,Rock,0.81,0.14,0.35,0.02,0.51,0.69,0.03,91,-21,287,52,4,8,0
U035,17,Other,Yes,Evening,Gym,Pop,0.73,0.76,0.12,0.74,0.43,0.92,0.1,160,-33,332,78,9,10,0
U035,17,Other,Yes,Night,Gym,Pop,0.28,0.34,0.69,0.47,0.23,0.09,0.97,131,-15,192,90,17,7,1
U035,17,Other,Yes,Morning,Relaxed,Hip-Hop,0.96,0.79,0.74,0.45,0.46,0.02,0.77,174,-22,242,73,3,9,0
U035,17,Other,Yes,Afternoon,Relaxed,Jazz,0.25,0.88,0.54,0.25,0.11,0.62,0.47,119,-42,316,64,8,13,0
U035,17,Other,Yes,Morning,Gym,Rock,0.72,0.64,0.88,0.27,0.17,0.56,0.49,187,-25,286,31,10,14,0
U035,17,Other,Yes,Afternoon,Focus,Bollywood,0.17,0.21,0.11,0.52,0.1,0.2,0.87,89,-43,346,55,15,5,1
U035,17,Other,Yes,Afternoon,Sad,Classical,0.59,0.46,0.37,0.44,0.24,0.92,0.68,193,-25,277,48,18,5,1
U035,17,Other,Yes,Afternoon,Relaxed,Lo-fi,0.96,0.43,0.64,0.47,0.17,0.33,0.75,94,-35,254,92,15,0,0
U035,17,Other,Yes,Evening,Relaxed,EDM,0.16,0.98,0.38,0.19,0.56,0.54,0.33,75,-6,239,77,5,2,0
U036,45,Male,No,Evening,Happy,EDM,0.36,0.92,0.48,0.73,0.29,0.77,0.93,198,-4,288,26,2,4,0
U036,45,Male,No,Afternoon,Happy,EDM,0.61,0.21,0.57,0.64,0.31,0.58,0.85,130,-6,291,61,6,5,0
U036,45,Male,No,Afternoon,Relaxed,Rock,0.82,0.23,0.25,0.87,0.26,0.9,0.05,190,-17,228,86,15,10,0
U036,45,Male,No,Night,Gym,Bollywood,0.44,0.45,0.53,0.31,0.42,0.53,0.88,114,-35,282,36,22,4,1
U036,45,Male,No,Afternoon,Gym,Jazz,0.33,0.21,0.91,0.65,0.14,0.87,0.86,148,-18,174,79,17,6,1
U036,45,Male,No,Night,Happy,Classical,1.0,0.28,0.42,0.19,0.47,0.33,0.91,124,-13,355,2,19,8,1
U036,45,Male,No,Morning,Gym,Rock,1.0,0.73,0.35,0.06,0.46,0.03,0.72,180,-7,281,59,15,5,1
U036,45,Male,No,Evening,Relaxed,Rock,0.65,0.74,0.74,0.18,0.68,0.08,0.83,90,-42,233,82,22,1,1
U036,45,Male,No,Afternoon,Happy,Rock,0.27,0.65,0.12,0.84,0.68,0.32,0.71,153,-12,123,86,12,13,0
U036,45,Male,No,Morning,Focus,Jazz,0.55,0.76,0.18,0.44,0.22,0.2,0.51,104,-5,311,1,9,8,0
U036,45,Male,No,Evening,Happy,EDM,0.61,0.73,0.61,0.46,0.09,0.09,0.73,107,-25,271,81,0,5,0
U036,45,Male,No,Afternoon,Sad,Classical,0.89,0.95,0.38,0.68,0.75,0.86,0.75,93,-26,133,49,22,9,0
U036,45,Male,No,Afternoon,Focus,Bollywood,0.47,0.85,0.35,0.2,0.78,0.26,0.44,83,-14,210,75,11,11,0
U036,45,Male,No,Evening,Happy,EDM,0.85,0.45,0.58,0.21,0.56,0.35,0.81,133,-32,207,90,16,8,0
U036,45,Male,No,Afternoon,Relaxed,Pop,0.33,0.93,0.57,0.63,0.38,0.47,0.32,156,-3,270,5,10,3,0
U036,45,Male,No,Afternoon,Gym,Bollywood,0.4,0.68,0.19,0.91,0.25,0.47,0.19,65,-17,327,79,14,13,0
U036,45,Male,No,Morning,Focus,Lo-fi,0.44,0.4,0.71,0.3,0.78,0.88,0.76,189,-39,227,55,24,8,0
U036,45,Male,No,Afternoon,Happy,Classical,0.25,0.37,0.64,0.7,0.42,0.95,0.57,95,-37,289,43,25,1,1
U036,45,Male,No,Morning,Sad,Jazz,0.51,0.25,0.1,0.15,0.71,0.3,0.08,120,-32,231,12,23,7,1
U036,45,Male,No,Evening,Gym,Jazz,0.41,0.52,0.72,0.7,0.73,0.67,0.83,122,-39,219,17,10,4,1
U037,39,Female,No,Morning,Focus,Lo-fi,0.58,0.41,0.7,0.97,0.02,0.89,0.18,120,-22,212,44,16,0,1
U037,39,Female,No,Afternoon,Relaxed,Lo-fi,0.22,0.27,0.29,0.44,0.27,0.65,0.43,132,-26,219,87,15,1,0
U037,39,Female,No,Night,Gym,Pop,0.71,0.85,0.52,0.08,0.55,0.1,0.86,63,-35,201,17,18,12,0
U037,39,Female,No,Morning,Focus,Jazz,0.7,0.48,0.15,0.42,0.59,0.12,0.81,175,-13,215,100,15,10,0
U037,39,Female,No,Night,Gym,Pop,0.98,0.58,0.45,0.67,0.12,0.34,0.93,126,-33,251,79,23,14,0
U037,39,Female,No,Morning,Relaxed,Lo-fi,0.21,0.54,0.43,0.89,0.55,0.25,0.34,135,-44,258,35,5,9,0
U037,39,Female,No,Evening,Gym,Classical,0.37,0.13,0.2,0.73,0.43,0.4,0.18,196,-39,152,94,4,15,0
U037,39,Female,No,Evening,Gym,Rock,0.72,0.32,0.84,0.83,0.59,0.52,0.46,79,-25,215,5,4,3,1
U037,39,Female,No,Morning,Relaxed,EDM,0.77,0.48,0.12,0.95,0.21,0.65,0.88,170,-38,323,25,18,8,1
U037,39,Female,No,Morning,Gym,EDM,0.53,0.78,0.49,0.75,0.62,0.28,0.67,162,-34,293,37,8,0,0
U037,39,Female,No,Evening,Focus,Lo-fi,0.69,0.35,0.52,0.79,0.51,0.1,0.22,143,-31,136,79,9,14,0
U037,39,Female,No,Morning,Relaxed,Lo-fi,0.53,0.6,0.41,0.32,0.66,0.15,0.85,187,-32,256,90,5,12,0
U037,39,Female,No,Afternoon,Happy,Hip-Hop,0.61,0.17,0.54,0.98,0.07,0.75,0.53,137,-27,312,41,14,14,0
U037,39,Female,No,Afternoon,Happy,Lo-fi,0.61,0.47,0.79,0.75,0.23,0.74,0.99,156,-11,153,49,19,3,1
U037,39,Female,No,Evening,Relaxed,Rock,0.2,0.36,0.88,0.77,0.79,0.98,0.55,150,-32,227,77,8,10,0
U037,39,Female,No,Morning,Gym,Hip-Hop,0.58,0.3,0.46,0.76,0.23,0.92,0.16,105,-20,193,1,17,10,0
U037,39,Female,No,Afternoon,Relaxed,EDM,0.69,0.98,0.47,0.64,0.5,0.14,0.62,80,-7,266,94,13,0,1
U037,39,Female,No,Afternoon,Sad,Bollywood,0.52,0.18,0.43,0.74,0.71,0.65,0.55,109,-35,237,48,23,7,1
U037,39,Female,No,Night,Sad,EDM,0.36,0.91,0.29,0.46,0.2,0.6,0.99,105,-16,248,83,3,10,0
U037,39,Female,No,Night,Focus,Pop,0.16,0.77,0.71,0.41,0.42,0.47,0.39,166,-29,346,92,17,3,1
U038,39,Male,No,Afternoon,Relaxed,Rock,0.83,0.85,0.75,0.04,0.32,0.93,0.63,172,-18,321,16,3,4,0
U038,39,Male,No,Night,Relaxed,Classical,0.69,0.23,0.32,0.48,0.21,0.33,0.69,177,0,245,97,7,8,0
U038,39,Male,No,Night,Sad,Classical,0.51,0.33,0.35,0.04,0.11,0.52,0.03,154,-9,212,92,9,9,0
U038,39,Male,No,Evening,Sad,Pop,0.71,0.24,0.82,0.13,0.49,0.86,0.26,118,-44,337,28,18,9,0
U038,39,Male,No,Afternoon,Sad,Bollywood,0.56,0.88,0.57,0.48,0.72,0.97,0.64,188,-25,253,48,12,15,0
U038,39,Male,No,Afternoon,Focus,Pop,0.44,0.7,0.16,0.22,0.17,0.15,0.61,90,-4,170,46,15,14,0
U038,39,Male,No,Afternoon,Sad,Classical,0.43,0.13,0.66,0.95,0.41,0.27,0.96,197,-40,324,8,14,7,1
U038,39,Male,No,Afternoon,Happy,EDM,0.69,0.32,0.72,0.46,0.03,0.61,0.55,83,-33,307,9,4,9,0
U038,39,Male,No,Night,Happy,EDM,0.79,0.53,0.19,0.88,0.04,0.79,0.07,182,-38,233,11,15,6,1
U038,39,Male,No,Evening,Gym,Hip-Hop,0.11,0.49,0.91,0.72,0.35,0.64,0.59,176,-45,184,97,13,8,1
U038,39,Male,No,Evening,Gym,Pop,0.56,0.96,0.37,0.87,0.2,0.28,0.56,139,-5,232,15,24,5,1
U038,39,Male,No,Afternoon,Happy,EDM,0.56,0.55,0.26,0.76,0.54,0.09,0.86,147,-5,295,69,5,6,0
U038,39,Male,No,Evening,Sad,Hip-Hop,0.37,0.79,0.52,0.68,0.74,0.21,0.67,142,-35,169,99,12,5,1
U038,39,Male,No,Evening,Relaxed,Bollywood,0.98,0.69,0.81,0.78,0.22,0.93,0.47,137,-22,157,40,10,11,0
U038,39,Male,No,Evening,Relaxed,Classical,0.45,0.48,0.79,0.4,0.77,0.35,0.81,176,-28,124,91,6,6,0
U038,39,Male,No,Morning,Gym,Bollywood,0.48,0.44,0.6,0.74,0.64,0.62,0.44,130,-39,139,32,5,10,0
U038,39,Male,No,Morning,Gym,Classical,0.45,0.96,0.74,0.25,0.79,0.59,0.06,74,-5,207,36,17,11,0
U038,39,Male,No,Evening,Focus,Classical,0.89,0.17,0.98,0.73,0.66,0.87,0.59,111,-10,142,57,7,10,0
U038,39,Male,No,Evening,Gym,Jazz,0.23,0.79,0.88,0.7,0.59,0.96,0.36,174,-32,167,42,14,7,1
U038,39,Male,No,Morning,Happy,Lo-fi,0.97,0.33,0.64,0.93,0.11,0.64,0.43,184,-42,332,68,1,11,0
U039,43,Female,No,Morning,Focus,EDM,0.35,0.4,0.16,0.08,0.07,0.56,0.11,100,-13,336,12,18,14,1
U039,43,Female,No,Evening,Happy,Lo-fi,0.49,0.35,0.51,0.88,0.59,0.65,0.07,146,-16,255,100,22,13,0
U039,43,Female,No,Afternoon,Focus,Jazz,0.85,0.12,0.3,0.43,0.21,0.22,0.67,143,-11,237,84,21,6,0
U039,43,Female,No,Afternoon,Sad,Classical,0.23,0.38,0.19,0.53,0.76,0.04,0.13,149,-41,203,41,7,6,0
U039,43,Female,No,Night,Gym,Pop,0.34,0.94,0.3,0.36,0.11,0.9,0.44,156,-44,233,96,23,6,1
U039,43,Female,No,Evening,Gym,Jazz,0.28,0.79,0.63,0.12,0.78,0.51,0.58,192,-38,161,97,6,3,0
U039,43,Female,No,Night,Relaxed,Rock,0.29,0.18,0.56,0.48,0.41,0.94,0.02,157,-19,222,13,11,11,0
U039,43,Female,No,Morning,Sad,Hip-Hop,0.69,0.31,0.73,0.65,0.65,0.88,0.02,130,-4,349,42,1,4,0
U039,43,Female,No,Afternoon,Sad,Hip-Hop,0.24,0.73,0.79,0.06,0.64,0.87,0.66,155,-6,226,21,13,5,1
U039,43,Female,No,Afternoon,Gym,Pop,0.93,0.81,0.13,0.2,0.32,0.37,0.84,142,-44,320,4,10,0,1
U039,43,Female,No,Afternoon,Gym,Bollywood,0.14,0.44,0.64,0.53,0.13,0.01,0.9,83,-19,136,15,15,14,1
U039,43,Female,No,Afternoon,Sad,EDM,0.83,0.1,0.53,0.9,0.21,0.32,0.54,84,-15,246,96,18,6,1
U039,43,Female,No,Afternoon,Gym,Classical,0.23,0.69,0.77,0.72,0.23,0.62,0.25,124,-34,306,85,9,10,0
U039,43,Female,No,Night,Sad,Hip-Hop,0.44,0.23,0.76,0.85,0.6,0.8,0.63,110,-34,123,19,20,1,1
U039,43,Female,No,Evening,Happy,Classical,0.61,0.54,0.41,0.63,0.65,0.58,0.45,114,-16,279,34,17,14,0
U039,43,Female,No,Afternoon,Gym,Pop,0.9,0.33,0.83,0.49,0.44,0.66,0.67,147,-12,187,9,25,11,0
U039,43,Female,No,Morning,Sad,EDM,0.98,0.85,0.21,0.71,0.1,0.35,0.45,81,-13,166,51,16,6,0
U039,43,Female,No,Afternoon,Sad,Rock,0.77,0.57,0.8,0.56,0.42,0.05,0.53,198,-31,297,68,5,11,0
U039,43,Female,No,Night,Focus,Lo-fi,0.87,0.3,0.94,0.72,0.43,0.96,0.42,111,-28,132,52,9,12,0
U039,43,Female,No,Afternoon,Gym,Hip-Hop,0.22,0.94,0.1,0.25,0.44,0.31,0.92,77,-42,313,53,4,4,0
U040,21,Other,No,Evening,Sad,Classical,0.45,0.27,0.85,0.07,0.77,0.28,0.89,91,-8,292,20,6,14,0
U040,21,Other,No,Evening,Happy,Jazz,0.21,0.38,0.19,0.63,0.38,0.66,0.3,91,-11,310,79,14,4,1
U040,21,Other,No,Afternoon,Focus,Jazz,0.14,0.85,0.33,0.63,0.34,0.17,0.71,184,-27,177,67,3,2,1
U040,21,Other,No,Morning,Relaxed,Jazz,0.7,0.85,0.97,0.42,0.51,0.87,0.28,130,-29,283,66,10,13,0
U040,21,Other,No,Morning,Happy,Rock,0.74,0.54,0.63,0.22,0.35,0.27,1.0,184,-10,275,73,12,12,0
U040,21,Other,No,Morning,Gym,Lo-fi,0.21,0.79,0.42,0.67,0.72,0.42,0.39,70,-23,285,57,14,1,1
U040,21,Other,No,Night,Sad,Classical,0.26,0.67,0.4,0.29,0.33,0.03,0.46,124,-23,329,88,11,11,0
U040,21,Other,No,Evening,Gym,Rock,0.39,0.73,0.67,0.77,0.13,0.56,0.86,142,-20,312,45,24,5,1
U040,21,Other,No,Evening,Gym,EDM,0.58,0.82,0.97,0.32,0.24,0.91,0.09,163,-25,279,64,20,5,1
U040,21,Other,No,Night,Focus,Hip-Hop,0.54,0.4,0.49,0.36,0.13,0.17,0.02,108,-8,199,65,22,9,0
U040,21,Other,No,Morning,Happy,Classical,0.17,0.18,0.74,0.91,0.53,0.85,0.15,147,-11,210,51,4,12,0
U040,21,Other,No,Evening,Sad,Pop,0.3,0.84,0.32,0.16,0.79,0.03,0.22,116,-30,344,29,14,6,1
U040,21,Other,No,Evening,Relaxed,Jazz,0.12,0.65,0.85,0.41,0.44,0.57,0.41,192,-8,222,81,18,12,0
U040,21,Other,No,Morning,Focus,Jazz,0.43,0.93,0.31,0.54,0.06,0.69,0.32,123,-11,268,17,3,15,0
U040,21,Other,No,Morning,Happy,Hip-Hop,0.64,0.75,0.75,0.64,0.44,0.99,0.47,73,-16,278,57,15,13,0
U040,21,Other,No,Night,Gym,Hip-Hop,0.6,0.15,0.41,0.87,0.12,0.68,0.07,130,-9,184,94,0,15,0
U040,21,Other,No,Evening,Focus,Pop,0.51,0.58,0.71,0.33,0.46,0.88,0.95,96,-11,294,76,10,0,0
U040,21,Other,No,Morning,Relaxed,Rock,0.8,0.16,0.16,0.41,0.13,0.19,0.98,105,-34,127,84,15,3,1
U040,21,Other,No,Morning,Relaxed,Bollywood,0.62,0.95,0.45,0.41,0.56,0.14,0.34,84,-26,210,23,22,13,0
U040,21,Other,No,Morning,Happy,Hip-Hop,0.46,0.3,0.99,0.63,0.27,0.75,0.52,65,-7,135,72,1,11,0
U041,32,Male,Yes,Afternoon,Sad,Jazz,0.39,0.38,0.82,0.57,0.3,0.07,0.17,187,-34,257,28,11,3,1
U041,32,Male,Yes,Afternoon,Relaxed,Hip-Hop,0.74,0.89,0.26,0.15,0.66,0.03,0.04,197,-38,326,40,9,3,0
U041,32,Male,Yes,Evening,Relaxed,EDM,0.55,0.64,1.0,0.92,0.75,0.93,0.55,159,-17,149,86,17,2,0
U041,32,Male,Yes,Afternoon,Focus,Lo-fi,0.96,0.54,0.81,0.04,0.05,0.98,0.48,85,-12,143,85,20,10,0
U041,32,Male,Yes,Evening,Relaxed,Bollywood,0.22,0.79,0.36,0.63,0.32,0.38,0.49,185,-39,202,72,15,12,0
U041,32,Male,Yes,Morning,Focus,Pop,0.73,0.57,0.14,0.95,0.25,0.59,0.9,198,-34,284,41,23,1,1
U041,32,Male,Yes,Night,Sad,Rock,0.45,0.42,0.58,0.82,0.55,0.43,0.51,105,-13,214,88,22,1,1
U041,32,Male,Yes,Evening,Happy,EDM,0.9,0.74,0.17,0.2,0.17,0.64,0.02,157,-32,350,89,3,9,0
U041,32,Male,Yes,Night,Sad,Classical,0.99,0.84,0.43,0.84,0.04,0.14,0.25,126,-18,294,74,22,9,0
U041,32,Male,Yes,Morning,Sad,Rock,0.47,0.47,0.35,0.9,0.65,0.49,0.6,161,-43,298,99,14,4,0
U041,32,Male,Yes,Night,Happy,Rock,0.91,0.54,0.27,0.33,0.75,0.26,0.68,161,-27,257,37,9,8,0
U041,32,Male,Yes,Afternoon,Happy,Rock,0.9,0.96,0.6,0.5,0.1,1.0,0.47,87,-38,178,5,12,5,0
U041,32,Male,Yes,Afternoon,Relaxed,Classical,0.43,0.76,0.5,0.77,0.53,0.5,0.97,113,-25,131,73,0,4,0
U041,32,Male,Yes,Afternoon,Gym,Rock,0.28,0.68,0.45,0.15,0.23,0.06,0.18,109,-24,288,93,14,0,1
U041,32,Male,Yes,Afternoon,Relaxed,Pop,0.36,0.24,0.59,0.32,0.09,0.07,0.52,64,-6,304,22,23,10,1
U041,32,Male,Yes,Evening,Focus,Lo-fi,0.72,0.11,0.1,0.06,0.31,0.57,0.86,69,-9,259,10,0,15,0
U041,32,Male,Yes,Afternoon,Sad,Classical,0.45,0.92,0.31,0.49,0.2,0.98,0.64,182,-36,236,69,11,7,0
U041,32,Male,Yes,Afternoon,Sad,Jazz,0.45,0.33,0.24,0.74,0.35,0.3,0.04,165,0,345,70,7,12,0
U041,32,Male,Yes,Afternoon,Sad,EDM,0.48,0.48,0.76,0.44,0.31,0.36,0.33,162,-37,305,68,6,7,0
U041,32,Male,Yes,Evening,Focus,Bollywood,0.76,0.81,0.43,0.46,0.69,0.79,0.37,138,-32,220,19,15,3,1
U042,40,Other,No,Night,Relaxed,Hip-Hop,0.15,0.3,0.6,0.16,0.31,0.52,0.18,173,-44,297,27,12,5,1
U042,40,Other,No,Morning,Happy,Rock,0.82,0.24,0.38,0.25,0.59,0.76,0.49,195,-5,344,5,21,3,1
U042,40,Other,No,Night,Focus,Bollywood,0.88,0.15,0.87,0.31,0.72,0.2,0.15,114,-26,335,9,11,10,0
U042,40,Other,No,Morning,Relaxed,EDM,0.26,0.37,0.82,0.16,0.7,0.16,0.12,164,-35,263,71,20,15,0
U042,40,Other,No,Night,Gym,Pop,0.23,0.5,0.78,0.14,0.3,0.38,0.17,65,-8,296,47,14,5,1
U042,40,Other,No,Evening,Relaxed,Rock,0.61,0.9,0.99,0.89,0.06,0.13,0.3,160,-36,148,86,6,10,0
U042,40,Other,No,Afternoon,Sad,Pop,0.82,0.11,0.9,0.42,0.14,0.85,0.19,131,-12,351,4,15,10,1
U042,40,Other,No,Evening,Focus,Pop,0.34,1.0,0.4,0.27,0.8,0.66,0.66,145,-10,128,17,19,0,1
U042,40,Other,No,Night,Relaxed,EDM,0.91,0.44,0.13,0.67,0.56,0.34,0.8,168,-19,301,44,4,11,0
U042,40,Other,No,Evening,Happy,Hip-Hop,0.17,0.5,0.7,0.81,0.73,0.86,0.9,65,-37,326,98,3,7,0
U042,40,Other,No,Morning,Happy,Rock,0.61,0.31,0.18,0.08,0.58,0.74,0.34,78,-36,269,81,14,10,0
U042,40,Other,No,Night,Relaxed,EDM,0.28,0.77,0.17,0.09,0.76,0.0,0.79,119,-32,132,92,2,12,0
U042,40,Other,No,Afternoon,Sad,Classical,0.74,0.55,0.74,0.47,0.59,0.59,0.86,173,-34,249,1,2,5,1
U042,40,Other,No,Evening,Focus,Lo-fi,0.62,0.27,0.21,0.76,0.15,0.85,0.76,118,-35,221,82,18,9,0
U042,40,Other,No,Morning,Happy,Lo-fi,0.33,0.41,0.32,0.01,0.71,0.68,0.28,101,-41,135,9,15,11,1
U042,40,Other,No,Evening,Relaxed,Bollywood,0.91,0.5,0.98,0.67,0.25,0.77,0.91,76,-9,187,94,10,14,0
U042,40,Other,No,Afternoon,Gym,Hip-Hop,0.79,0.38,1.0,0.19,0.47,0.04,0.35,179,-16,203,52,14,14,0
U042,40,Other,No,Afternoon,Focus,Hip-Hop,0.45,0.95,0.89,0.79,0.31,0.87,0.15,153,-45,231,85,5,4,0
U042,40,Other,No,Afternoon,Gym,Lo-fi,0.45,0.23,0.4,0.02,0.31,0.3,0.96,200,-28,178,25,15,15,1
U042,40,Other,No,Afternoon,Happy,Classical,0.7,0.42,0.2,0.95,0.56,0.61,0.14,192,-14,325,28,13,15,0
U043,25,Other,No,Evening,Sad,EDM,0.65,0.64,0.58,0.34,0.3,0.69,0.13,181,-41,124,58,11,13,0
U043,25,Other,No,Afternoon,Focus,EDM,0.92,0.91,0.67,0.9,0.38,0.28,0.34,144,-1,169,17,10,7,0
U043,25,Other,No,Afternoon,Gym,Lo-fi,0.52,0.12,0.56,0.1,0.6,0.62,0.08,185,-16,274,94,8,2,1
U043,25,Other,No,Afternoon,Relaxed,EDM,0.35,0.23,0.86,0.06,0.2,0.63,0.33,183,-10,157,35,10,15,0
U043,25,Other,No,Evening,Sad,Hip-Hop,0.64,0.21,0.76,0.74,0.16,0.8,0.28,156,-18,299,2,9,8,0
U043,25,Other,No,Evening,Relaxed,Bollywood,0.69,0.79,0.17,0.46,0.73,0.15,0.63,100,-7,233,98,10,3,0
U043,25,Other,No,Night,Focus,Pop,0.65,0.36,0.63,0.32,0.01,0.05,0.33,182,-22,156,41,23,12,0
U043,25,Other,No,Morning,Gym,Rock,0.46,0.39,0.85,0.03,0.23,0.57,0.57,190,-42,305,92,22,4,0
U043,25,Other,No,Night,Focus,Lo-fi,0.19,0.25,0.74,0.09,0.29,0.36,0.08,147,-41,246,52,17,1,1
U043,25,Other,No,Morning,Sad,Bollywood,0.59,0.18,0.29,0.16,0.61,0.87,0.23,74,-4,294,72,0,1,0
U043,25,Other,No,Morning,Happy,Lo-fi,0.78,0.95,0.96,0.14,0.26,0.39,0.63,161,-44,250,98,9,15,0
U043,25,Other,No,Evening,Focus,Classical,0.63,0.29,0.62,0.01,0.56,0.58,0.37,102,-20,174,20,17,0,1
U043,25,Other,No,Afternoon,Focus,Lo-fi,0.56,0.24,0.28,0.61,0.27,0.33,0.26,90,-4,193,58,0,14,0
U043,25,Other,No,Evening,Happy,EDM,0.14,0.82,0.77,0.87,0.16,0.57,0.75,114,-8,329,39,11,14,0
U043,25,Other,No,Evening,Gym,Bollywood,0.12,0.11,0.85,0.86,0.17,0.95,0.39,143,-16,220,78,24,5,1
U043,25,Other,No,Morning,Gym,Hip-Hop,0.7,0.94,0.17,0.11,0.0,0.03,0.05,62,-28,358,1,9,14,0
U043,25,Other,No,Morning,Sad,Rock,0.29,0.27,0.48,0.88,0.06,0.42,0.02,68,-38,197,19,8,14,0
U043,25,Other,No,Afternoon,Happy,Hip-Hop,0.94,0.26,0.2,0.72,0.36,0.89,0.69,129,-28,125,90,18,15,0
U043,25,Other,No,Evening,Gym,EDM,0.71,0.13,0.55,0.83,0.33,0.97,0.58,71,-3,136,99,8,9,0
U043,25,Other,No,Evening,Happy,Classical,0.34,0.88,0.31,0.45,0.0,0.65,0.87,171,-10,299,63,25,7,0
U044,27,Female,No,Afternoon,Relaxed,Classical,0.59,0.44,0.91,0.73,0.43,0.32,0.64,164,-34,268,52,11,14,0
U044,27,Female,No,Afternoon,Happy,Jazz,0.78,0.55,0.59,0.36,0.35,0.6,0.88,145,-23,285,60,14,5,1
U044,27,Female,No,Morning,Focus,Rock,0.59,0.85,0.24,0.8,0.11,0.82,0.21,161,-40,330,54,3,1,0
U044,27,Female,No,Night,Sad,Jazz,0.6,0.95,0.77,0.68,0.63,0.49,0.33,155,-10,359,51,16,12,0
U044,27,Female,No,Evening,Sad,Lo-fi,0.99,0.3,0.68,0.16,0.56,0.75,0.72,189,-39,246,19,2,9,0
U044,27,Female,No,Morning,Relaxed,Lo-fi,0.59,0.19,0.83,0.02,0.02,0.12,0.19,78,-41,184,58,3,13,0
U044,27,Female,No,Evening,Relaxed,Pop,0.37,0.45,0.29,0.43,0.47,0.48,0.61,70,-2,245,5,15,10,1
U044,27,Female,No,Morning,Gym,Classical,0.88,0.45,0.59,0.1,0.55,0.62,0.35,185,-44,217,5,15,2,1
U044,27,Female,No,Morning,Sad,Lo-fi,0.75,0.74,0.93,0.45,0.6,0.24,0.98,68,-25,199,71,24,14,0
U044,27,Female,No,Night,Focus,Rock,0.22,0.88,0.8,0.94,0.36,0.5,0.46,159,-11,287,93,1,8,0
U044,27,Female,No,Night,Gym,Hip-Hop,0.51,0.87,0.14,0.6,0.34,0.69,0.97,79,-33,243,63,7,0,0
U044,27,Female,No,Evening,Gym,Bollywood,0.26,0.41,0.71,0.85,0.18,0.44,0.7,89,-39,162,18,4,0,1
